Date,Department,Service_Type,Application,Region,Usage_Hours,Cost_INR
2026-11-10,Surveillance,Networking,CCTV Stream Network,India-East,182,1070
2026-11-10,Transport,Database,Fleet Management DB,India-North,268,3535
2026-11-10,Water,Storage,Water Records Backup,India-West,376,1224
2026-11-11,Electricity,Compute,Smart Grid AI,India-East,148,3998
2026-11-11,Water,Compute,Water Demand AI,India-South,189,3483
2026-11-11,Surveillance,Storage,CCTV Storage,India-West,334,1826
2026-11-12,Water,Storage,Water Records Backup,India-East,350,1711
2026-11-12,Healthcare,Storage,Patient Data Backup,India-South,263,1271
2026-11-12,Electricity,Database,Energy DB,India-West,199,3712
2026-11-12,Traffic,Networking,Signal Network,India-North,128,1214
2026-11-13,Electricity,Database,Energy Usage DB,India-North,228,3922
2026-11-13,Healthcare,Storage,Patient Data Backup,India-West,268,1399
2026-11-13,Traffic,Networking,Traffic Communication,India-East,168,1754
2026-11-13,Surveillance,Storage,CCTV Storage,India-West,403,1268
2026-11-13,Transport,Storage,Fleet Data Logs,India-South,331,2369
2026-11-14,Transport,Storage,Fleet Data Logs,India-South,341,2372
2026-11-14,Traffic,Compute,Traffic Prediction AI,India-West,219,3237
2026-11-14,Healthcare,Database,Health Records DB,India-West,195,3747
2026-11-14,Surveillance,Compute,AI Surveillance,India-West,140,3696
2026-11-15,Healthcare,Database,Smart Health Records,India-West,224,4095
2026-11-15,Transport,Database,Fleet Management DB,India-East,247,4140
2026-11-15,Electricity,Storage,Energy Data Archive,India-West,391,1780
2026-11-15,Surveillance,Storage,CCTV Footage Storage,India-East,293,1958
2026-11-15,Water,Storage,Water Records Backup,India-West,347,1921
2026-11-16,Traffic,Compute,Traffic AI,India-North,216,3949
2026-11-16,Water,Compute,Leak Detection AI,India-East,141,3734
2026-11-16,Surveillance,Networking,Surveillance Network,India-West,122,1190
2026-11-16,Healthcare,Networking,Hospital Network,India-West,197,1361
2026-11-17,Surveillance,Database,Surveillance DB,India-North,227,4010
2026-11-17,Healthcare,Networking,Hospital Network,India-North,125,1081
2026-11-17,Water,Networking,Water Sensors,India-West,137,1565
2026-11-17,Traffic,Networking,Signal Network,India-West,170,1067
2026-11-18,Traffic,Compute,Traffic AI,India-South,176,4215
2026-11-18,Surveillance,Database,Surveillance DB,India-South,249,3880
2026-11-18,Electricity,Storage,Energy Data Archive,India-East,398,2076
2026-11-18,Healthcare,Database,Health Records DB,India-East,267,4281
2026-11-18,Water,Database,Water DB,India-West,193,4154
2026-11-19,Traffic,Compute,Traffic Prediction AI,India-South,158,3785
2026-11-19,Transport,Compute,Route Optimization AI,India-West,224,3314
2026-11-19,Healthcare,Compute,Health AI,India-North,201,4050
2026-11-19,Water,Compute,Leak Detection AI,India-North,143,4110
2026-11-20,Electricity,Database,Energy Usage DB,India-South,191,4224
2026-11-20,Water,Storage,Water Records Backup,India-West,388,1798
2026-11-20,Traffic,Compute,Traffic Prediction AI,India-South,223,4328
2026-11-21,Transport,Storage,Fleet Data Logs,India-South,335,1358
2026-11-21,Water,Storage,Water Records Backup,India-North,269,1336
2026-11-21,Healthcare,Database,Smart Health Records,India-South,180,3749
2026-11-22,Water,Storage,Water Records Backup,India-East,300,1391
2026-11-22,Traffic,Storage,Traffic Data Logs,India-West,371,2281
2026-11-22,Surveillance,Networking,CCTV Stream Network,India-South,189,1051
2026-11-22,Electricity,Storage,Energy Data Archive,India-East,282,2245
2026-11-23,Water,Storage,Water Records Backup,India-South,419,1697
2026-11-23,Traffic,Storage,Signal Data Backup,India-South,324,1969
2026-11-23,Surveillance,Storage,CCTV Footage Storage,India-East,375,1476
2026-11-24,Healthcare,Storage,Patient Data Backup,India-West,395,1783
2026-11-24,Electricity,Storage,Grid Logs Backup,India-East,374,1438
2026-11-24,Water,Compute,Water Demand AI,India-West,223,3557
2026-11-25,Surveillance,Database,Surveillance DB,India-West,259,4215
2026-11-25,Water,Networking,Water Sensors,India-West,172,1571
2026-11-25,Transport,Storage,Fleet Data Logs,India-South,262,2271
2026-11-25,Healthcare,Database,Health Records DB,India-South,198,4348
2026-11-26,Water,Database,Water Monitoring System,India-North,269,3976
2026-11-26,Traffic,Database,Signal Records DB,India-West,255,4286
2026-11-26,Electricity,Database,Energy DB,India-East,261,3946
2026-11-27,Transport,Database,Transport Analytics DB,India-West,267,3523
2026-11-27,Traffic,Networking,Signal Network,India-East,179,1350
2026-11-27,Water,Networking,IoT Water Sensors,India-South,132,1557
2026-11-28,Electricity,Compute,Grid Compute,India-South,224,3624
2026-11-28,Traffic,Compute,Traffic AI,India-East,165,4131
2026-11-28,Transport,Database,Fleet Management DB,India-North,264,4079
2026-11-28,Water,Database,Water DB,India-East,207,3756
2026-11-28,Healthcare,Storage,Health Backup,India-North,355,1934
2026-11-29,Healthcare,Compute,Medical Imaging AI,India-North,155,4167
2026-11-29,Surveillance,Compute,AI Monitoring,India-East,243,3448
2026-11-29,Electricity,Database,Energy Usage DB,India-West,204,3628
2026-11-30,Water,Compute,Leak Detection AI,India-East,193,3391
2026-11-30,Surveillance,Networking,Surveillance Network,India-South,196,1665
2026-11-30,Healthcare,Storage,Patient Data Backup,India-East,307,1747
2026-11-30,Electricity,Database,Energy DB,India-West,247,3498
2026-12-01,Surveillance,Compute,Face Recognition AI,India-North,193,3447
2026-12-01,Water,Storage,Water Records Backup,India-West,253,2066
2026-12-01,Healthcare,Database,Smart Health Records,India-North,217,3771
2026-12-02,Transport,Compute,Transport AI,India-South,200,4586
2026-12-02,Healthcare,Storage,Patient Backup,India-North,312,1359
2026-12-02,Surveillance,Compute,AI Surveillance,India-East,232,4715
2026-12-02,Water,Database,Water Monitoring System,India-West,258,3359
2026-12-03,Transport,Compute,Transport AI,India-East,229,3515
2026-12-03,Water,Database,Water DB,India-East,214,4090
2026-12-03,Surveillance,Storage,CCTV Backup System,India-North,339,1731
2026-12-03,Traffic,Storage,Signal Data Backup,India-North,399,2392
2026-12-04,Healthcare,Database,Smart Health Records,India-West,234,4136
2026-12-04,Surveillance,Storage,CCTV Footage Storage,India-East,375,2208
2026-12-04,Transport,Database,Fleet Management DB,India-North,219,3950
2026-12-05,Transport,Compute,Transport AI,India-North,207,4758
2026-12-05,Water,Networking,Water Sensors,India-East,149,1464
2026-12-05,Traffic,Database,Signal Records DB,India-South,265,3455
2026-12-06,Water,Database,Water Monitoring System,India-South,258,3489
2026-12-06,Healthcare,Networking,Hospital Network,India-North,163,1458
2026-12-06,Transport,Storage,Transport Data Backup,India-West,333,1338
2026-12-07,Surveillance,Compute,Face Recognition AI,India-East,173,3467
2026-12-07,Water,Database,Water Analytics DB,India-East,221,3658
2026-12-07,Electricity,Storage,Grid Logs Backup,India-West,413,2072
2026-12-07,Traffic,Networking,Signal Network,India-South,163,1005
2026-12-08,Electricity,Storage,Energy Data Archive,India-South,258,2406
2026-12-08,Water,Networking,IoT Water Sensors,India-East,197,1092
2026-12-08,Traffic,Database,Signal Records DB,India-East,230,3778
2026-12-09,Transport,Compute,Route AI,India-West,182,4881
2026-12-09,Electricity,Database,Energy DB,India-West,212,4053
2026-12-09,Water,Storage,Water Records Backup,India-South,292,1214
2026-12-10,Electricity,Compute,Grid Compute,India-East,195,4507
2026-12-10,Transport,Database,Transport Analytics DB,India-East,233,3356
2026-12-10,Surveillance,Networking,Surveillance Network,India-East,140,1586
2026-12-10,Water,Database,Water Analytics DB,India-South,198,3755
2026-12-11,Healthcare,Database,Smart Health Records,India-West,234,4416
2026-12-11,Surveillance,Networking,CCTV Stream Network,India-South,175,1406
2026-12-11,Electricity,Database,Energy Usage DB,India-East,246,3498
2026-12-12,Surveillance,Database,Surveillance DB,India-South,245,3634
2026-12-12,Transport,Database,Transport Analytics DB,India-North,242,3943
2026-12-12,Electricity,Storage,Energy Data Archive,India-East,322,2264
2026-12-12,Traffic,Database,Traffic Analytics DB,India-West,242,3966
2026-12-12,Water,Networking,IoT Water Sensors,India-South,188,1467
2026-12-13,Surveillance,Networking,CCTV Stream Network,India-South,123,1741
2026-12-13,Electricity,Networking,Grid Sensors,India-East,148,1215
2026-12-13,Traffic,Database,Signal Records DB,India-West,248,3490
2026-12-13,Healthcare,Storage,Patient Data Backup,India-North,261,1696
2026-12-14,Transport,Compute,Route Optimization AI,India-North,198,4350
2026-12-14,Traffic,Compute,Traffic Signal AI,India-South,188,3227
2026-12-14,Surveillance,Database,CCTV Analytics DB,India-East,188,3629
2026-12-14,Electricity,Networking,Grid Sensors,India-East,154,1232
2026-12-15,Traffic,Database,Signal Records DB,India-West,218,4377
2026-12-15,Water,Compute,Leak Detection AI,India-East,211,4019
2026-12-15,Transport,Database,Transport Analytics DB,India-West,250,4363
2026-12-15,Healthcare,Storage,Health Backup,India-North,386,1900
2026-12-16,Transport,Networking,Transport Sensors,India-East,158,1517
2026-12-16,Electricity,Networking,Smart Meter Network,India-East,195,1213
2026-12-16,Traffic,Database,Signal Records DB,India-West,210,3638
2026-12-16,Surveillance,Networking,CCTV Stream Network,India-South,157,1343
2026-12-17,Surveillance,Networking,CCTV Stream Network,India-South,169,1395
2026-12-17,Electricity,Networking,Grid Sensors,India-North,137,1497
2026-12-17,Transport,Storage,Transport Data Backup,India-West,357,1244
2026-12-17,Water,Compute,Leak Detection AI,India-North,201,4004
2026-12-17,Healthcare,Database,Smart Health Records,India-East,213,4116
2026-12-18,Water,Storage,Water Records Backup,India-West,300,1673
2026-12-18,Surveillance,Networking,Surveillance Network,India-East,136,1573
2026-12-18,Traffic,Storage,Signal Data Backup,India-North,327,1470
2026-12-18,Electricity,Storage,Energy Data Archive,India-West,409,1680
2026-12-19,Water,Storage,Water Records Backup,India-East,252,1468
2026-12-19,Transport,Storage,Transport Data Backup,India-North,270,1703
2026-12-19,Traffic,Compute,Traffic Prediction AI,India-North,208,4208
2026-12-20,Electricity,Compute,Smart Grid AI,India-West,152,3847
2026-12-20,Surveillance,Storage,CCTV Footage Storage,India-East,348,1963
2026-12-20,Traffic,Compute,Traffic Signal AI,India-East,205,4017
2026-12-21,Electricity,Database,Energy Usage DB,India-North,239,3819
2026-12-21,Traffic,Networking,Traffic Communication,India-East,158,1012
2026-12-21,Healthcare,Compute,Health AI,India-South,248,4541
2026-12-21,Transport,Compute,Route AI,India-West,236,4306
2026-12-21,Surveillance,Networking,CCTV Stream Network,India-East,164,1605
2026-12-22,Surveillance,Database,Surveillance DB,India-South,224,3767
2026-12-22,Water,Compute,Leak Detection AI,India-West,219,3546
2026-12-22,Electricity,Compute,Smart Grid AI,India-West,173,4886
2026-12-22,Traffic,Networking,Signal Network,India-North,190,1071
2026-12-22,Healthcare,Storage,Patient Data Backup,India-North,409,1699
2026-12-23,Surveillance,Storage,CCTV Backup System,India-West,366,1640
2026-12-23,Traffic,Storage,Signal Data Backup,India-West,333,1518
2026-12-23,Healthcare,Compute,Health AI,India-South,191,4564
2026-12-23,Electricity,Storage,Grid Logs Backup,India-North,382,2217
2026-12-24,Healthcare,Networking,Health IoT Sensors,India-South,172,1332
2026-12-24,Electricity,Networking,Grid Sensors,India-South,177,1545
2026-12-24,Transport,Compute,Route AI,India-West,241,3287
2026-12-24,Traffic,Storage,Signal Data Backup,India-West,343,1864
2026-12-25,Transport,Storage,Transport Data Backup,India-North,302,1357
2026-12-25,Electricity,Storage,Grid Logs Backup,India-North,396,1496
2026-12-25,Traffic,Storage,Traffic Data Logs,India-West,288,1965
2026-12-25,Water,Storage,Water Data Logs,India-East,313,1141
2026-12-25,Healthcare,Networking,Health IoT Sensors,India-South,177,1223
2026-12-26,Water,Storage,Water Records Backup,India-North,300,1341
2026-12-26,Electricity,Networking,Smart Meter Network,India-South,144,1045
2026-12-26,Transport,Storage,Fleet Data Logs,India-South,318,1971
2026-12-26,Healthcare,Storage,Health Backup,India-North,413,2368
2026-12-26,Surveillance,Storage,Video Storage,India-South,348,1853
2026-12-27,Transport,Storage,Fleet Data Logs,India-East,413,1666
2026-12-27,Water,Compute,Water Demand AI,India-North,209,4225
2026-12-27,Traffic,Compute,Traffic AI,India-West,144,4223
2026-12-27,Healthcare,Storage,Patient Data Backup,India-South,339,1391
2026-12-28,Healthcare,Compute,Medical Imaging AI,India-East,186,4064
2026-12-28,Surveillance,Compute,AI Monitoring,India-North,160,3593
2026-12-28,Traffic,Database,Signal Records DB,India-West,237,4250
2026-12-28,Electricity,Database,Energy DB,India-West,268,4335
2026-12-29,Surveillance,Storage,CCTV Backup System,India-North,342,1666
2026-12-29,Traffic,Database,Traffic Analytics DB,India-East,199,3621
2026-12-29,Water,Networking,Water Sensors,India-East,156,1377
2026-12-30,Electricity,Networking,Grid Sensors,India-North,124,1612
2026-12-30,Surveillance,Compute,AI Surveillance,India-South,190,4203
2026-12-30,Transport,Database,Transport Analytics DB,India-East,206,3393
2026-12-30,Healthcare,Networking,Hospital Network,India-North,133,1411
2026-12-30,Water,Compute,Water Demand AI,India-South,230,3346
2026-12-31,Water,Compute,Leak Detection AI,India-South,206,3113
2026-12-31,Electricity,Compute,Smart Grid AI,India-West,192,4885
2026-12-31,Healthcare,Compute,Medical Imaging AI,India-West,181,4159
2026-12-31,Transport,Storage,Fleet Data Logs,India-West,336,2247
